raceId,year,round,driverId,nationality,Starting position,positionOrder,circuitId,alt,Average pit stops (Last Year),Top 3 Finish,Driver Podium rate (Last Year),Driver podium rate (This Year until last race),last_race_result,Avg Driver position (Last Year),Avg Team position (Last Year),Avg driver position (This Year until last race),Avg Team position (This Year until last race),Yearofbirth,Age at race start,Experience,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,constructor_redbull,constructor_mclaren,constructor_ferrari,constructor_mercedes
834,1950,2,579,Argentine,1,1,6,7,24538.8488372093,1,0.0,0.0,12.0,0.0,0.0,12.0,9.0,1911,39,1,0,0,0,0,0,0,0,0,0
834,1950,2,642,Italian,2,11,6,7,24538.8488372093,0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,1906,44,1,0,0,0,0,0,0,0,0,0
834,1950,2,786,Italian,5,12,6,7,24538.8488372093,0,0.0,1.0,2.0,0.0,0.0,2.0,9.0,1898,52,1,0,0,0,0,0,0,0,0,0
834,1950,2,501,American,20,19,6,7,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921,29,0,0,0,0,0,0,0,0,0,0
834,1950,2,589,Monegasque,8,3,6,7,24538.8488372093,1,0.0,0.0,18.0,0.0,0.0,18.0,46.5,1899,51,1,0,0,0,0,0,0,0,0,0
834,1950,2,669,Thai,15,5,6,7,24538.8488372093,0,0.0,0.0,14.0,0.0,0.0,14.0,46.5,1914,36,1,0,0,0,0,0,0,0,0,0
834,1950,2,498,Argentine,3,10,6,7,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,1922,28,0,0,0,0,0,0,0,0,0,0
834,1950,2,640,Swiss,12,15,6,7,24538.8488372093,0,0.0,0.0,17.0,0.0,0.0,17.0,46.5,1914,36,1,0,0,0,0,0,0,0,0,0
834,1950,2,762,Italian,17,18,6,7,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,1908,42,0,0,0,0,0,0,0,0,0,0
834,1950,2,792,Argentine,18,21,6,7,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,1912,38,0,0,0,0,0,0,0,0,0,0
834,1950,2,427,French,13,16,6,7,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1917,33,0,0,0,0,0,0,0,0,0,0
834,1950,2,626,French,11,14,6,7,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1917,33,0,0,0,0,0,0,0,0,0,0
834,1950,2,627,French,10,13,6,7,24538.8488372093,0,0.0,0.0,5.0,0.0,0.0,5.0,23.5,1905,45,1,0,0,0,0,0,0,0,0,0
834,1950,2,660,Belgian,19,7,6,7,24538.8488372093,0,0.0,0.0,11.0,0.0,0.0,11.0,23.5,1916,34,1,0,0,0,0,0,0,0,0,0
834,1950,2,741,French,4,9,6,7,24538.8488372093,0,0.0,0.0,8.0,0.0,0.0,8.0,23.5,1896,54,1,0,0,0,0,0,0,0,0,0
834,1950,2,619,British,16,6,6,7,24538.8488372093,0,0.0,0.0,6.0,0.0,0.0,6.0,37.0,1914,36,1,0,0,0,0,0,0,0,0,0
834,1950,2,787,British,14,17,6,7,24538.8488372093,0,0.0,0.0,7.0,0.0,0.0,7.0,37.0,1906,44,1,0,0,0,0,0,0,0,0,0
835,1950,3,677,American,14,20,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,1910,40,0,0,0,0,0,0,0,0,0,0
835,1950,3,731,American,21,25,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,1913,37,0,0,0,0,0,0,0,0,0,0
835,1950,3,537,American,18,32,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924,26,0,0,0,0,0,0,0,0,0,0
835,1950,3,529,American,9,5,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916,34,0,0,0,0,0,0,0,0,0,0
835,1950,3,559,American,11,10,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926,24,0,0,0,0,0,0,0,0,0,0
835,1950,3,593,American,5,1,19,223,24538.8488372093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918,32,0,0,0,0,0,0,0,0,0,0
835,1950,3,611,American,25,30,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1914,36,0,0,0,0,0,0,0,0,0,0
835,1950,3,615,American,2,28,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913,37,0,0,0,0,0,0,0,0,0,0
835,1950,3,630,American,7,33,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913,37,0,0,0,0,0,0,0,0,0,0
835,1950,3,654,American,1,7,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920,30,0,0,0,0,0,0,0,0,0,0
835,1950,3,658,American,6,14,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1919,31,0,0,0,0,0,0,0,0,0,0
835,1950,3,659,American,15,21,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929,21,0,0,0,0,0,0,0,0,0,0
835,1950,3,799,American,32,29,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910,40,0,0,0,0,0,0,0,0,0,0
835,1950,3,732,American,33,18,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1915,35,0,0,0,0,0,0,0,0,0,0
835,1950,3,770,American,12,4,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1919,31,0,0,0,0,0,0,0,0,0,0
835,1950,3,771,American,20,19,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1911,39,0,0,0,0,0,0,0,0,0,0
835,1950,3,772,American,26,13,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1915,35,0,0,0,0,0,0,0,0,0,0
835,1950,3,794,American,9,5,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912,38,0,0,0,0,0,0,0,0,0,0
835,1950,3,509,American,28,24,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928,22,0,0,0,0,0,0,0,0,0,0
835,1950,3,526,American,24,15,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930,20,0,0,0,0,0,0,0,0,0,0
835,1950,3,726,American,4,8,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,44,0,0,0,0,0,0,0,0,0,0
835,1950,3,555,American,19,9,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1914,36,0,0,0,0,0,0,0,0,0,0
835,1950,3,766,American,23,6,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910,40,0,0,0,0,0,0,0,0,0,0
835,1950,3,529,American,8,31,19,223,24538.8488372093,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1916,34,1,0,0,0,0,0,0,0,0,0
835,1950,3,701,American,10,2,19,223,24538.8488372093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907,43,0,0,0,0,0,0,0,0,0,0
835,1950,3,768,American,3,3,19,223,24538.8488372093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,44,0,0,0,0,0,0,0,0,0,0
835,1950,3,518,American,13,12,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913,37,0,0,0,0,0,0,0,0,0,0
835,1950,3,520,American,31,16,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926,24,0,0,0,0,0,0,0,0,0,0
835,1950,3,795,American,16,11,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912,38,0,0,0,0,0,0,0,0,0,0
835,1950,3,653,American,27,17,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929,21,0,0,0,0,0,0,0,0,0,0
835,1950,3,797,American,30,23,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920,30,0,0,0,0,0,0,0,0,0,0
835,1950,3,729,American,22,26,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909,41,0,0,0,0,0,0,0,0,0,0
835,1950,3,796,American,29,22,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913,37,0,0,0,0,0,0,0,0,0,0
835,1950,3,798,American,17,27,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1914,36,0,0,0,0,0,0,0,0,0,0
835,1950,3,803,American,17,27,19,223,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1908,42,0,0,0,0,0,0,0,0,0,0
836,1950,4,633,Italian,4,16,66,551,24538.8488372093,0,0.0,0.0,8.0,0.0,0.0,8.0,17.0,1909,41,1,1,0,1,0,0,0,0,0,0
836,1950,4,647,Italian,5,17,66,551,24538.8488372093,0,0.0,1.0,2.0,0.0,0.0,2.0,17.0,1918,32,1,1,0,1,0,0,0,0,0,0
836,1950,4,793,French,13,15,66,551,24538.8488372093,0,0.0,0.0,4.0,0.0,0.0,4.0,17.0,1906,44,1,1,0,1,0,0,0,0,0,0
836,1950,4,579,Argentine,1,12,66,551,24538.8488372093,0,0.0,0.5,1.0,0.0,0.0,6.5,10.5,1911,39,2,1,0,1,0,0,0,0,0,0
836,1950,4,642,Italian,2,1,66,551,24538.8488372093,1,0.0,0.5,11.0,0.0,0.0,6.0,10.5,1906,44,2,1,0,1,0,0,0,0,0,0
836,1950,4,786,Italian,3,2,66,551,24538.8488372093,1,0.0,0.5,12.0,0.0,0.0,7.0,10.5,1898,52,2,1,0,1,0,0,0,0,0,0
836,1950,4,589,Monegasque,16,9,66,551,24538.8488372093,0,0.0,0.5,3.0,0.0,0.0,10.5,35.0,1899,51,2,1,0,1,0,0,0,0,0,0
836,1950,4,669,Thai,8,4,66,551,24538.8488372093,0,0.0,0.0,5.0,0.0,0.0,9.5,35.0,1914,36,2,1,0,1,0,0,0,0,0,0
836,1950,4,640,Swiss,11,6,66,551,24538.8488372093,0,0.0,0.0,15.0,0.0,0.0,16.0,35.0,1914,36,2,1,0,1,0,0,0,0,0,0
836,1950,4,697,Italian,12,5,66,551,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1903,47,0,1,0,1,0,0,0,0,0,0
836,1950,4,780,Swiss,17,11,66,551,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1916,34,0,1,0,1,0,0,0,0,0,0
836,1950,4,800,Italian,15,7,66,551,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1911,39,0,1,0,1,0,0,0,0,0,0
836,1950,4,501,American,18,8,66,551,24538.8488372093,0,0.0,0.0,19.0,0.0,0.0,19.0,19.0,1921,29,1,1,0,1,0,0,0,0,0,0
836,1950,4,627,French,10,3,66,551,24538.8488372093,1,0.0,0.0,13.0,0.0,0.0,9.0,19.0,1905,45,2,1,0,1,0,0,0,0,0,0
836,1950,4,660,Belgian,14,10,66,551,24538.8488372093,0,0.0,0.0,7.0,0.0,0.0,9.0,19.0,1916,34,2,1,0,1,0,0,0,0,0,0
836,1950,4,741,French,6,13,66,551,24538.8488372093,0,0.0,0.0,9.0,0.0,0.0,8.5,19.0,1896,54,2,1,0,1,0,0,0,0,0,0
836,1950,4,704,French,7,18,66,551,24538.8488372093,0,0.0,0.0,4.0,0.0,0.0,4.0,19.0,1904,46,1,1,0,1,0,0,0,0,0,0
836,1950,4,789,French,9,14,66,551,24538.8488372093,0,0.0,0.0,19.0,0.0,0.0,19.0,19.0,1915,35,1,1,0,1,0,0,0,0,0,0
837,1950,5,633,Italian,4,6,13,401,24538.8488372093,0,0.0,0.0,16.0,0.0,0.0,12.0,20.5,1909,41,2,1,0,1,0,0,0,0,0,0
837,1950,5,647,Italian,7,5,13,401,24538.8488372093,0,0.0,0.5,17.0,0.0,0.0,9.5,20.5,1918,32,2,1,0,1,0,0,0,0,0,0
837,1950,5,579,Argentine,2,1,13,401,24538.8488372093,1,0.0,0.3333333333333333,12.0,0.0,0.0,8.333333333333334,9.5,1911,39,3,1,0,1,0,0,0,0,0,0
837,1950,5,642,Italian,1,4,13,401,24538.8488372093,0,0.0,0.6666666666666666,1.0,0.0,0.0,4.333333333333333,9.5,1906,44,3,1,0,1,0,0,0,0,0,0
837,1950,5,786,Italian,3,2,13,401,24538.8488372093,1,0.0,0.6666666666666666,2.0,0.0,0.0,5.333333333333333,9.5,1898,52,3,1,0,1,0,0,0,0,0,0
837,1950,5,780,Swiss,11,10,13,401,24538.8488372093,0,0.0,0.0,11.0,0.0,0.0,11.0,31.5,1916,34,1,1,0,1,0,0,0,0,0,0
837,1950,5,627,French,8,3,13,401,24538.8488372093,1,0.0,0.3333333333333333,3.0,0.0,0.0,7.0,23.666666666666668,1905,45,3,1,0,1,0,0,0,0,0,0
837,1950,5,793,French,5,12,13,401,24538.8488372093,0,0.0,0.0,15.0,0.0,0.0,9.5,23.666666666666668,1906,44,2,1,0,1,0,0,0,0,0,0
837,1950,5,660,Belgian,14,8,13,401,24538.8488372093,0,0.0,0.0,10.0,0.0,0.0,9.333333333333334,23.666666666666668,1916,34,3,1,0,1,0,0,0,0,0,0
837,1950,5,741,French,6,13,13,401,24538.8488372093,0,0.0,0.0,13.0,0.0,0.0,10.0,23.666666666666668,1896,54,3,1,0,1,0,0,0,0,0,0
837,1950,5,704,French,9,14,13,401,24538.8488372093,0,0.0,0.0,18.0,0.0,0.0,11.0,23.666666666666668,1904,46,2,1,0,1,0,0,0,0,0,0
837,1950,5,773,French,10,7,13,401,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,1905,45,0,1,0,1,0,0,0,0,0,0
837,1950,5,774,French,13,11,13,401,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,1907,43,0,1,0,1,0,0,0,0,0,0
837,1950,5,785,British,12,9,13,401,24538.8488372093,0,0.0,0.0,16.0,0.0,0.0,16.0,14.5,1921,29,1,1,0,1,0,0,0,0,0,0
838,1950,6,687,British,18,3,55,88,24538.8488372093,1,0.0,0.0,20.0,0.0,0.0,20.0,15.5,1914,36,1,1,0,0,0,0,0,0,0,0
838,1950,6,579,Argentine,1,1,55,88,24538.8488372093,1,0.0,0.5,1.0,0.0,0.0,6.5,8.0,1911,39,4,1,0,0,0,0,0,0,0,0
838,1950,6,642,Italian,2,7,55,88,24538.8488372093,0,0.0,0.5,4.0,0.0,0.0,4.25,8.0,1906,44,4,1,0,0,0,0,0,0,0,0
838,1950,6,786,Italian,3,2,55,88,24538.8488372093,1,0.0,0.75,2.0,0.0,0.0,4.5,8.0,1898,52,4,1,0,0,0,0,0,0,0,0
838,1950,6,589,Monegasque,13,15,55,88,24538.8488372093,0,0.0,0.3333333333333333,9.0,0.0,0.0,10.0,26.2,1899,51,3,1,0,0,0,0,0,0,0,0
838,1950,6,498,Argentine,8,18,55,88,24538.8488372093,0,0.0,0.0,10.0,0.0,0.0,10.0,26.2,1922,28,1,1,0,0,0,0,0,0,0,0
838,1950,6,762,Italian,7,14,55,88,24538.8488372093,0,0.0,0.0,18.0,0.0,0.0,18.0,26.2,1908,42,1,1,0,0,0,0,0,0,0,0
838,1950,6,686,British,11,13,55,88,24538.8488372093,0,0.0,1.0,3.0,0.0,0.0,3.0,26.2,1911,39,1,1,0,0,0,0,0,0,0,0
838,1950,6,697,Italian,10,10,55,88,24538.8488372093,0,0.0,0.0,5.0,0.0,0.0,5.0,26.2,1903,47,1,1,0,0,0,0,0,0,0,0
838,1950,6,784,British,17,16,55,88,24538.8488372093,0,0.0,0.0,9.0,0.0,0.0,9.0,26.2,1917,33,1,1,0,0,0,0,0,0,0,0
838,1950,6,626,French,12,4,55,88,24538.8488372093,0,0.0,0.0,14.0,0.0,0.0,14.0,15.0,1917,33,1,1,0,0,0,0,0,0,0,0
838,1950,6,627,French,6,12,55,88,24538.8488372093,0,0.0,0.5,3.0,0.0,0.0,6.0,26.25,1905,45,4,1,0,0,0,0,0,0,0,0
838,1950,6,627,French,15,6,55,88,24538.8488372093,0,0.0,0.5,12.0,0.0,0.0,6.0,26.25,1905,45,5,1,0,0,0,0,0,0,0,0
838,1950,6,793,French,16,17,55,88,24538.8488372093,0,0.0,0.0,12.0,0.0,0.0,10.333333333333334,26.25,1906,44,3,1,0,0,0,0,0,0,0,0
838,1950,6,660,Belgian,14,11,55,88,24538.8488372093,0,0.0,0.0,8.0,0.0,0.0,9.0,26.25,1916,34,4,1,0,0,0,0,0,0,0,0
838,1950,6,741,French,4,5,55,88,24538.8488372093,0,0.0,0.0,13.0,0.0,0.0,10.75,26.25,1896,54,4,1,0,0,0,0,0,0,0,0
838,1950,6,704,French,5,8,55,88,24538.8488372093,0,0.0,0.0,14.0,0.0,0.0,12.0,26.25,1904,46,3,1,0,0,0,0,0,0,0,0
838,1950,6,773,French,9,9,55,88,24538.8488372093,0,0.0,0.0,7.0,0.0,0.0,7.0,26.25,1905,45,1,1,0,0,0,0,0,0,0,0
838,1950,6,774,French,4,5,55,88,24538.8488372093,0,0.0,0.0,11.0,0.0,0.0,11.0,26.25,1907,43,1,1,0,0,0,0,0,0,0,0
838,1950,6,801,French,15,6,55,88,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,1909,41,0,1,0,0,0,0,0,0,0,0
839,1950,7,647,Italian,2,17,14,162,24538.8488372093,0,0.0,0.3333333333333333,5.0,0.0,0.0,8.0,12.0,1918,32,3,1,0,0,0,0,0,0,0,0
839,1950,7,647,Italian,6,2,14,162,24538.8488372093,1,0.0,0.3333333333333333,17.0,0.0,0.0,8.0,12.0,1918,32,4,1,0,0,0,0,0,0,0,0
839,1950,7,687,British,18,7,14,162,24538.8488372093,0,0.0,0.5,3.0,0.0,0.0,11.5,12.0,1914,36,2,1,0,0,0,0,0,0,0,0
839,1950,7,802,Italian,6,2,14,162,24538.8488372093,1,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1909,41,0,1,0,0,0,0,0,0,0,0
839,1950,7,791,Italian,25,18,14,162,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1898,52,0,1,0,0,0,0,0,0,0,0
839,1950,7,579,Argentine,1,15,14,162,24538.8488372093,0,0.0,0.6,1.0,0.0,0.0,5.4,7.4,1911,39,5,1,0,0,0,0,0,0,0,0
839,1950,7,579,Argentine,7,13,14,162,24538.8488372093,0,0.0,0.6,15.0,0.0,0.0,5.4,7.4,1911,39,6,1,0,0,0,0,0,0,0,0
839,1950,7,642,Italian,3,1,14,162,24538.8488372093,1,0.0,0.4,7.0,0.0,0.0,4.8,7.4,1906,44,5,1,0,0,0,0,0,0,0,0
839,1950,7,641,Italian,7,13,14,162,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,1906,44,0,1,0,0,0,0,0,0,0,0
839,1950,7,786,Italian,5,3,14,162,24538.8488372093,1,0.0,0.8,2.0,0.0,0.0,4.0,7.4,1898,52,5,1,0,0,0,0,0,0,0,0
839,1950,7,763,Italian,4,23,14,162,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,1911,39,0,1,0,0,0,0,0,0,0,0
839,1950,7,589,Monegasque,19,22,14,162,24538.8488372093,0,0.0,0.25,15.0,0.0,0.0,11.25,29.0,1899,51,4,1,0,0,0,0,0,0,0,0
839,1950,7,669,Thai,15,25,14,162,24538.8488372093,0,0.0,0.0,4.0,0.0,0.0,7.666666666666667,29.0,1914,36,3,1,0,0,0,0,0,0,0,0
839,1950,7,640,Swiss,17,6,14,162,24538.8488372093,0,0.0,0.0,6.0,0.0,0.0,12.666666666666666,29.0,1914,36,3,1,0,0,0,0,0,0,0,0
839,1950,7,762,Italian,9,12,14,162,24538.8488372093,0,0.0,0.0,14.0,0.0,0.0,16.0,29.0,1908,42,2,1,0,0,0,0,0,0,0,0
839,1950,7,747,British,24,8,14,162,24538.8488372093,0,0.0,0.0,15.0,0.0,0.0,15.0,29.0,1909,41,1,1,0,0,0,0,0,0,0,0
839,1950,7,740,Italian,26,20,14,162,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1906,44,0,1,0,0,0,0,0,0,0,0
839,1950,7,756,German,27,26,14,162,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1911,39,0,1,0,0,0,0,0,0,0,0
839,1950,7,427,French,12,21,14,162,24538.8488372093,0,0.0,0.0,16.0,0.0,0.0,16.0,8.5,1917,33,1,1,0,0,0,0,0,0,0,0
839,1950,7,626,French,10,24,14,162,24538.8488372093,0,0.0,0.0,4.0,0.0,0.0,9.0,8.5,1917,33,2,1,0,0,0,0,0,0,0,0
839,1950,7,627,French,13,4,14,162,24538.8488372093,0,0.0,0.4,6.0,0.0,0.0,8.4,28.9,1905,45,6,1,0,0,0,0,0,0,0,0
839,1950,7,793,French,8,10,14,162,24538.8488372093,0,0.0,0.0,17.0,0.0,0.0,12.0,28.9,1906,44,4,1,0,0,0,0,0,0,0,0
839,1950,7,660,Belgian,22,16,14,162,24538.8488372093,0,0.0,0.0,11.0,0.0,0.0,9.4,28.9,1916,34,5,1,0,0,0,0,0,0,0,0
839,1950,7,741,French,16,5,14,162,24538.8488372093,0,0.0,0.0,5.0,0.0,0.0,9.6,28.9,1896,54,5,1,0,0,0,0,0,0,0,0
839,1950,7,773,French,20,14,14,162,24538.8488372093,0,0.0,0.0,9.0,0.0,0.0,8.0,28.9,1905,45,2,1,0,0,0,0,0,0,0,0
839,1950,7,764,French,11,11,14,162,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,1910,40,0,1,0,0,0,0,0,0,0,0
839,1950,7,765,French,16,19,14,162,24538.8488372093,0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,1910,40,0,1,0,0,0,0,0,0,0,0
839,1950,7,787,British,21,9,14,162,24538.8488372093,0,0.0,0.0,17.0,0.0,0.0,12.0,24.25,1906,44,2,1,0,0,0,0,0,0,0,0
839,1950,7,697,Italian,23,27,14,162,24538.8488372093,0,0.0,0.0,10.0,0.0,0.0,7.5,0.0,1903,47,2,1,0,0,0,0,0,0,0,0
825,1951,1,633,Italian,3,19,66,551,24538.8488372093,0,0.0,0.0,6.0,10.0,9.466666666666669,12.0,0.0,1909,42,3,0,0,0,1,0,0,0,0,0
